43.376, 6.888, 91.558
45.087, 7.917, 91.002
46.756, 9.019, 91.002
48.366, 10.198, 91.023
49.876, 11.509, 91.023
51.38, 12.827, 91.635
52.7, 14.33, 91.635
54.02, 15.832, 91.635
55.213, 17.432, 92.68
56.323, 19.096, 92.68
57.428, 20.762, 93.916
58.323, 22.551, 93.916
59.218, 24.34, 93.916
60.066, 26.148, 95.129
60.754, 28.026, 95.129
61.441, 29.904, 95.129
62.099, 31.792, 96.192
62.597, 33.729, 96.192
63.094, 35.666, 96.192
63.592, 37.603, 96.192
63.96, 39.568, 97.06
64.288, 41.54, 97.06
64.617, 43.513, 97.06
64.945, 45.486, 97.741
65.127, 47.478, 97.741
65.309, 49.47, 97.741
65.49, 51.461, 97.741
65.672, 53.453, 97.741
65.75, 55.451, 98.262
65.805, 57.45, 98.262
65.86, 59.449, 98.262
65.915, 61.449, 98.262
65.958, 63.448, 98.421
65.938, 65.448, 98.421
65.308, 66.809, 99.85
63.309, 66.734, 99.85
61.311, 66.659, 99.85
59.312, 66.588, 99.831
57.313, 66.518, 99.831
55.314, 66.449, 99.812
53.315, 66.384, 99.812
51.316, 66.32, 99.812
49.317, 66.259, 99.79
47.318, 66.2, 99.79
45.319, 66.144, 99.768
43.32, 66.091, 99.768
41.32, 66.04, 99.744
39.321, 65.993, 99.744
37.321, 65.948, 99.721
35.322, 65.907, 99.721
33.322, 65.869, 99.698
31.322, 65.835, 99.698
29.323, 65.805, 99.677
27.323, 65.777, 99.677
25.323, 65.756, 99.66
23.323, 65.737, 99.649
21.323, 65.723, 99.649
19.323, 65.715, 99.647
17.323, 65.709, 99.654
15.323, 65.708, 99.654
13.323, 65.713, 99.675
11.323, 65.721, 99.71
9.323, 65.733, 99.76
7.323, 65.748, 99.825
5.323, 65.767, 99.825
3.323, 65.788, 99.903
1.324, 65.811, 99.991
-0.676, 65.833, 99.917
-2.676, 65.856, 99.826
-4.676, 65.877, 99.742
-6.676, 65.896, 99.668
-8.676, 65.912, 99.668
-10.676, 65.923, 99.609
-12.676, 65.929, 99.567
-14.676, 65.93, 99.542
-16.676, 65.926, 99.533
-18.676, 65.916, 99.537
-20.676, 65.899, 99.537
-22.676, 65.877, 99.552
-24.675, 65.849, 99.576
-26.675, 65.816, 99.576
-28.675, 65.776, 99.605
-30.674, 65.733, 99.637
-32.674, 65.684, 99.637
-34.673, 65.629, 99.67
-36.672, 65.573, 99.67
-38.671, 65.509, 99.703
-40.67, 65.444, 99.734
-42.669, 65.372, 99.734
-44.667, 65.3, 99.764
-46.666, 65.222, 99.764
-48.664, 65.143, 99.791
-50.663, 65.059, 99.791
-52.661, 64.974, 99.816
-54.659, 64.884, 99.816
-56.657, 64.794, 99.816
-58.655, 64.7, 99.838
-60.652, 64.605, 99.838
-62.65, 64.508, 99.846
-63.172, 63.869, 99.96
-61.712, 62.503, 99.96
-60.251, 61.136, 99.96
-58.79, 59.77, 99.96
-57.329, 58.404, 99.96
-55.867, 57.04, 99.957
-54.405, 55.675, 99.957
-52.943, 54.311, 99.957
-51.481, 52.946, 99.957
-50.017, 51.583, 99.954
-48.554, 50.22, 99.954
-47.09, 48.857, 99.954
-45.626, 47.494, 99.954
-44.161, 46.132, 99.952
-42.696, 44.771, 99.952
-41.231, 43.41, 99.952
-39.765, 42.049, 99.951
-38.299, 40.689, 99.951
-36.832, 39.329, 99.951
-35.365, 37.97, 99.951
-33.897, 36.611, 99.952
-32.429, 35.253, 99.952
-30.961, 33.895, 99.952
-29.492, 32.537, 99.957
-28.023, 31.18, 99.957
-26.554, 29.824, 99.968
-25.084, 28.468, 99.968
-23.613, 27.112, 99.968
-22.143, 25.756, 99.987
-20.672, 24.401, 99.987
-19.201, 23.046, 99.983
-17.73, 21.691, 99.983
-16.259, 20.336, 99.936
-14.788, 18.98, 99.936
-13.318, 17.625, 99.869
-11.848, 16.268, 99.869
-10.379, 14.911, 99.776
-8.912, 13.552, 99.776
-7.446, 12.191, 99.656
-5.983, 10.828, 99.51
-4.523, 9.461, 99.51
-3.068, 8.089, 99.346
-1.618, 6.711, 99.179
-0.174, 5.327, 99.033
1.262, 3.936, 98.932
2.69, 2.535, 98.895
4.108, 1.125, 98.93
5.515, -0.296, 98.93
6.913, -1.727, 99.027
8.302, -3.166, 99.167
9.683, -4.613, 99.327
11.057, -6.066, 99.485
12.426, -7.524, 99.485
13.788, -8.989, 99.626
15.147, -10.456, 99.743
16.504, -11.925, 99.743
17.857, -13.398, 99.834
19.209, -14.872, 99.902
20.559, -16.347, 99.902
21.909, -17.823, 99.951
23.257, -19.3, 99.951
24.605, -20.778, 99.984
25.953, -22.255, 99.984
27.3, -23.733, 99.994
28.648, -25.211, 99.994
29.995, -26.69, 99.994
31.342, -28.168, 99.98
32.69, -29.646, 99.98
34.037, -31.124, 99.972
35.385, -32.601, 99.972
36.733, -34.079, 99.972
38.081, -35.556, 99.968
39.43, -37.033, 99.968
40.778, -38.51, 99.968
42.128, -39.986, 99.967
43.477, -41.462, 99.967
44.827, -42.938, 99.967
46.176, -44.414, 99.967
47.527, -45.889, 99.967
48.878, -47.364, 99.967
50.228, -48.839, 99.967
51.58, -50.314, 99.968
52.932, -51.788, 99.968
54.283, -53.262, 99.968
55.635, -54.735, 99.968
56.988, -56.209, 99.97
58.341, -57.682, 99.97
59.694, -59.154, 99.97
61.047, -60.627, 99.97
62.4, -62.1, 99.97
63.754, -63.572, 99.97
64.065, -64.592, 99.974
62.065, -64.613, 99.974
60.065, -64.634, 99.974
58.065, -64.655, 99.974
56.065, -64.674, 99.972
54.065, -64.694, 99.972
52.065, -64.714, 99.972
50.066, -64.733, 99.97
48.066, -64.751, 99.97
46.066, -64.77, 99.97
44.066, -64.787, 99.969
42.066, -64.805, 99.969
40.066, -64.822, 99.968
38.066, -64.839, 99.968
36.066, -64.855, 99.968
34.066, -64.871, 99.967
32.066, -64.887, 99.967
30.066, -64.902, 99.968
28.066, -64.916, 99.968
26.066, -64.931, 99.968
24.066, -64.945, 99.97
22.067, -64.958, 99.97
20.067, -64.971, 99.974
18.067, -64.984, 99.974
16.067, -64.996, 99.981
14.067, -65.009, 99.992
12.067, -65.02, 99.992
10.067, -65.032, 99.992
8.067, -65.044, 99.992
6.067, -65.056, 99.97
4.067, -65.068, 99.942
2.067, -65.08, 99.906
0.067, -65.094, 99.906
-1.933, -65.108, 99.863
-3.933, -65.124, 99.814
-5.933, -65.142, 99.762
-7.933, -65.163, 99.709
-9.933, -65.186, 99.66
-11.932, -65.214, 99.62
-13.932, -65.246, 99.594
-15.932, -65.283, 99.583
-17.931, -65.324, 99.588
-19.931, -65.372, 99.609
-21.93, -65.424, 99.642
-23.929, -65.481, 99.642
-25.928, -65.543, 99.682
-27.927, -65.61, 99.726
-29.926, -65.679, 98.135
-31.925, -65.752, 95.512
-33.923, -65.827, 92.814
-35.922, -65.905, 90.036
-37.92, -65.985, 87.169
-39.919, -66.066, 84.205
-41.917, -66.148, 81.133
-43.915, -66.233, 77.939
-45.913, -66.317, 74.609
-47.911, -66.403, 71.123
-49.91, -66.489, 67.457
-51.908, -66.576, 63.581
-53.906, -66.663, 59.452
-55.904, -66.751, 55.014
-57.902, -66.839, 50.185
-59.9, -66.928, 44.839
-61.898, -67.016, 38.762
-63.896, -67.105, 31.536
-65.894, -67.194, 22.057
-67.808, -67.279, 0
-67.808, -67.279, 0
-87.788, -68.169, 0
endData
127
100
200
-67.808, -67.279, -68.608, 67.761, 68.592, -66.874, 65.923, 66.832
65.923, 66.832, -6.805, 64.027, 2.872, 67.785, -63.795, 64.451
-63.795, 64.451, 27.061, -20.61, -17.74, 24.991, 64.687, -64.586
64.687, -64.586, -25.879, -65.549, -2.391, -64.362, -67.808, -67.279
#PATH.JERRYIO-DATA {"appVersion":"0.11.0","format":"LemLib v0.5","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC Field Perimeter","signature":"VRC Field Perimeter","origin":{"__type":"built-in"}},"coordinateSystem":"Path-Based Coordinates"},"paths":[{"segments":[{"controls":[{"uid":"E8wzprgkzY","x":-67.80759052646559,"y":-67.27916931753272,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"9bnCu6QgEQ","x":-68.60822121885764,"y":67.76054079925898,"lock":false,"visible":true,"__type":"control"},{"uid":"vxWbuUndyy","x":68.59213341745705,"y":-66.87351003202332,"lock":false,"visible":true,"__type":"control"},{"uid":"0IAUa3gs1k","x":65.9233644428169,"y":66.83181559744823,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"79QQq2yMVl"},{"controls":[{"uid":"0IAUa3gs1k","x":65.9233644428169,"y":66.83181559744823,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"X1JXHZfa8P","x":-6.805373009614972,"y":64.02681337072852,"lock":false,"visible":true,"__type":"control"},{"uid":"3GotHp3r4x","x":2.8715784382079845,"y":67.78463232657828,"lock":false,"visible":true,"__type":"control"},{"uid":"tfBqdaojGI","x":-63.795485827898325,"y":64.45127911327296,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"qPArGyfCV1"},{"controls":[{"uid":"tfBqdaojGI","x":-63.795485827898325,"y":64.45127911327296,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"AK8PBreMbL","x":27.061000724837434,"y":-20.60954017809203,"lock":false,"visible":true,"__type":"control"},{"uid":"bYbmf3iwgs","x":-17.740365676110503,"y":24.99145434139864,"lock":false,"visible":true,"__type":"control"},{"uid":"OOK78I58GE","x":64.68707400359847,"y":-64.5858876994338,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"ZSSgp4EpJD"},{"controls":[{"uid":"OOK78I58GE","x":64.68707400359847,"y":-64.5858876994338,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"BEaZOXT6NS","x":-25.87859302655035,"y":-65.5494962056343,"lock":false,"visible":true,"__type":"control"},{"uid":"oxtQlH3jpb","x":-2.3905337153487842,"y":-64.3624852558906,"lock":false,"visible":true,"__type":"control"},{"uid":"QX4ZfZdjuv","x":-67.80759052646559,"y":-67.27916931753272,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"1SfmVWUmxy"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"WADzpJ7aFK","lock":false,"visible":true}]}
